	V1	meanHet	SE_het	NAs	population	group	knnImputed	binomImputed	binomPopulation
296	SK_08_42_HFNFVBBXY	0.2443418013856813	0.009102953213768403	29.0	SK_08	SK	0.2452142206016409	0.2461258	0.25432998
297	SK_08_43_HFNFVBBXY	0.2793843283582089	0.009199719330622325	50.0	SK_08	SK	0.27757520510483136	0.28669098	0.29580674
298	SK_08_44_HFNFVBBXY	0.25933202357563856	0.009136382780924147	158.0	SK_08	SK	0.25934366453965363	0.269371	0.31267092
299	SK_08_45_HFNFVBBXY	0.24916467780429596	0.009483245013095774	99.0	SK_08	SK	0.24475843208751136	0.25660893	0.28304467
300	SK_08_46_HFNFVBBXY	0.23043052837573386	0.010487035896292629	150.0	SK_08	SK	0.22515952597994526	0.2461258	0.28304467
301	SK_08_47_HFNFVBBXY	0.24093511450381677	0.010695906925598906	98.0	SK_08	SK	0.23837739288969917	0.25341842	0.2301732
302	SK_08_48_HFNFVBBXY	0.27923627684964203	0.009726242359625667	99.0	SK_08	SK	0.27484047402005474	0.28669098	0.26663628
303	SK_08_49_HFNFVBBXY	0.2759103641456583	0.009239951757162431	52.0	SK_08	SK	0.272105742935278	0.2821331	0.29307202
304	SK_08_4_HFNFVBBXY	0.2656641604010025	0.011106362356635877	199.0	SK_08	SK	0.25979945305378305	0.2898815	0.33226982
305	SK_08_50_HFNFVBBXY	0.2732558139534884	0.010221353123883632	130.0	SK_08	SK	0.2675478577939836	0.28532362	0.25706473
306	SK_08_51_HFNFVBBXY	0.29357798165137616	0.009244699273304183	14.0	SK_08	SK	0.2917046490428441	0.29535097	0.2980857
307	SK_08_52_HFNFVBBXY	0.3202945236999539	0.008977920080168162	21.0	SK_08	SK	0.3204193254329991	0.3217867	0.32680038
308	SK_08_53_HFNFVBBXY	0.28631284916201116	0.009137791899342244	46.0	SK_08	SK	0.2835004557885141	0.2903373	0.28030995
309	SK_08_54_HFNFVBBXY	0.310106137517305	0.010115396885158449	27.0	SK_08	SK	0.3085688240656336	0.3099362	0.30628988
310	SK_08_55_HFNFVBBXY	0.2839392544868845	0.009493903107078837	21.0	SK_08	SK	0.2825888787602553	0.28669098	0.2812215
311	SK_08_56_HFNFVBBXY	0.30736743312998593	0.009791565723573297	63.0	SK_08	SK	0.30355515041020964	0.31221512	0.2985415
312	SK_08_57_HFNFVBBXY	0.23161413562559696	0.00973808662079603	100.0	SK_08	SK	0.23108477666362803	0.23974475	0.26663628
313	SK_08_58_HFNFVBBXY	0.3085553997194951	0.009148991012756374	55.0	SK_08	SK	0.3044667274384686	0.31677303	0.3008204
314	SK_08_59_HFNFVBBXY	0.2821712681328966	0.009613134756990667	57.0	SK_08	SK	0.2784867821330902	0.28851414	0.27484047
315	SK_08_5_HFNFVBBXY	0.3000475511174513	0.008671223288441724	91.0	SK_08	SK	0.2935278030993619	0.30674568	0.28760254
316	SK_08_60_HFNFVBBXY	0.26389560173997095	0.009947477327951457	125.0	SK_08	SK	0.2634457611668186	0.278031	0.30583408
317	SK_08_6_HFNFVBBXY	0.2484261501210654	0.00915179185723833	129.0	SK_08	SK	0.24430264357338194	0.26800364	0.29261622
318	SK_08_7_HFNFVBBXY	0.20099502487562193	0.008295516201242146	184.0	SK_08	SK	0.2060164083865087	0.22379217	0.18413857
319	SK_08_8_HFNFVBBXY	0.29820415879017015	0.009861050186335416	78.0	SK_08	SK	0.2935278030993619	0.30492252	0.28760254
320	SK_08_9_HFNFVBBXY	0.25782778864970646	0.009442778246658328	150.0	SK_08	SK	0.25524156791248864	0.27256152	0.30856884
321	SK_13_101con01D_HFGGJBBXY	0.1477220432581684	0.0068206151950543584	21.0	SK_13	SK	0.14813126709206925	0.14904284	0.15587968
322	SK_13_102_HCJFVBBXY	0.24772956609485364	0.009954291123953487	212.0	SK_13	SK	0.24247948951686416	0.26481313	0.3204193
323	SK_13_104_HCJFVBBXY	0.22609673790776152	0.010071044004836893	416.0	SK_13	SK	0.22105742935278028	0.27666363	0.18322699
324	SK_13_105_HCJFVBBXY	0.23046683046683047	0.009158179909561144	159.0	SK_13	SK	0.2260711030082042	0.25205106	0.28623518
325	SK_13_106_HCJFVBBXY	0.21775025799793601	0.010033892418653262	256.0	SK_13	SK	0.21649954421148587	0.24703738	0.3090246
326	SK_13_107_HCJFVBBXY	0.23144584936778445	0.009685721717544296	375.0	SK_13	SK	0.2301731996353692	0.27620783	0.19188696
327	SK_13_108_HCJFVBBXY	0.3563549160671463	0.01056899050565459	109.0	SK_13	SK	0.34958979033728355	0.36554238	0.3883318
328	SK_13_109_HCJFVBBXY	0.2354982647496282	0.009432974993288918	177.0	SK_13	SK	0.23564266180492255	0.2575205	0.21649954
329	SK_13_110_HCJFVBBXY	0.23029994916115915	0.00955330289902096	227.0	SK_13	SK	0.227894257064722	0.25524157	0.2064722
330	SK_13_111_HCLKFBBXY	0.28013029315960913	0.010140251538865292	352.0	SK_13	SK	0.26618049225159524	0.31586143	0.39562443
331	SK_13_112_HCLKFBBXY	0.2562630480167014	0.009606557352772375	278.0	SK_13	SK	0.24886052871467634	0.28623518	0.35050136
332	SK_13_113_HCLKFBBXY	0.2467336683417085	0.008917390464261328	204.0	SK_13	SK	0.2479489516864175	0.27119416	0.22379217
333	SK_13_114_HCLKFBBXY	0.2408646423057128	0.009015769336642126	251.0	SK_13	SK	0.23746581586144033	0.2702826	0.32771194
334	SK_13_121_HFGGJBBXY	0.22266742987979393	0.010427175040027206	447.0	SK_13	SK	0.2169553327256153	0.27620783	0.17730173
335	SK_13_122_HFGGJBBXY	0.20645161290322578	0.010570690777135475	489.0	SK_13	SK	0.20464904284412033	0.2616226	0.16043755
336	SK_15_01_HFH73BBXY	0.23204689789936495	0.009365020953874158	147.0	SK_15	SK	0.22926162260711025	0.24658158	0.28350046
337	SK_15_02_HFH73BBXY	0.26458036984352773	0.008704636047391565	85.0	SK_15	SK	0.26162260711030083	0.27620783	0.25432998
338	SK_15_03_HFH73BBXY	0.25336202259279184	0.011451249731927569	335.0	SK_15	SK	0.2474931631722881	0.2889699	0.2146764
339	SK_15_04_HFH73BBXY	0.27363896848137537	0.009605999171265419	100.0	SK_15	SK	0.2716499544211486	0.28760254	0.30674568
340	SK_15_05_HFH73BBXY	0.2688121154756271	0.009030604139093304	81.0	SK_15	SK	0.26435733819507745	0.27620783	0.2588879
341	SK_15_06_HFH73BBXY	0.2701176470588236	0.009754897018446463	69.0	SK_15	SK	0.26845943482224244	0.278031	0.2616226
342	SK_15_08_HFH73BBXY	0.24951737451737455	0.009151516139187663	122.0	SK_15	SK	0.24886052871467634	0.26526892	0.23564266
343	SK_15_09_HFH73BBXY	0.26294820717131473	0.009343976764722343	186.0	SK_15	SK	0.25934366453965363	0.2784868	0.24065633
344	SK_15_100_HFH73BBXY	0.29756326148078727	0.009276414963175047	60.0	SK_15	SK	0.29307201458523247	0.3012762	0.2894257
345	SK_15_102_HFH73BBXY	0.2559494900437106	0.008544214455132326	135.0	SK_15	SK	0.25113947128532366	0.26845944	0.24020055
346	SK_15_11_HFH73BBXY	0.30261282660332545	0.0108100242488803	89.0	SK_15	SK	0.29945305378304465	0.310392	0.33090246
347	SK_15_12_HFH73BBXY	0.30186915887850463	0.010514660100465973	54.0	SK_15	SK	0.29717411121239745	0.30811304	0.31905195
348	SK_15_13_HFH73BBXY	0.28763316350162116	0.010017100033139425	35.0	SK_15	SK	0.28441203281677296	0.29124886	0.29899725
349	SK_15_14_HFH73BBXY	0.2663837812352664	0.009152937761114813	73.0	SK_15	SK	0.26390154968094803	0.27256152	0.2575205
350	SK_15_17_HFH73BBXY	0.24316813339509036	0.008195723769562919	35.0	SK_15	SK	0.24156791248860532	0.2461258	0.25524157
351	SK_15_19_HFH73BBXY	0.2816091954022989	0.01078289167954835	106.0	SK_15	SK	0.27484047402005474	0.29489517	0.31631723
352	SK_15_21_HFH73BBXY	0.2651053864168619	0.009633685906091484	59.0	SK_15	SK	0.2611668185961714	0.269371	0.28486782
353	SK_15_22_HFH73BBXY	0.26464937560038426	0.008886704164674027	112.0	SK_15	SK	0.2584320875113947	0.27529627	0.30218777
354	SK_15_23_HFH73BBXY	0.21963824289405687	0.00996667612037547	259.0	SK_15	SK	0.21649954421148587	0.25159526	0.31175935
355	SK_15_24_HFH73BBXY	0.30102516309412863	0.00900592655230181	48.0	SK_15	SK	0.2958067456700091	0.30765724	0.31631723
356	SK_15_25_HFH73BBXY	0.2552693208430913	0.009936458274974498	59.0	SK_15	SK	0.2547857793983591	0.26298997	0.24840474
357	SK_15_26_HFH73BBXY	0.2755388940955952	0.009535062755398959	60.0	SK_15	SK	0.2725615314494074	0.2807657	0.26800364
358	SK_15_29_HFH73BBXY	0.301660516605166	0.009315117101201234	26.0	SK_15	SK	0.29899726526891524	0.30492252	0.2980857
359	SK_15_31_HFH73BBXY	0.2872901678657074	0.008965769535716568	109.0	SK_15	SK	0.28213309024612576	0.2985415	0.27301732
360	SK_15_33_HFH73BBXY	0.2875756165658446	0.010475254976329404	45.0	SK_15	SK	0.2853236098450319	0.29307202	0.30218777
361	SK_15_37_HFH73BBXY	0.2363996043521266	0.008630924863986447	172.0	SK_15	SK	0.23427529626253418	0.2616226	0.21786691
362	SK_15_38_HFH73BBXY	0.23667711598746077	0.00923435803181709	280.0	SK_15	SK	0.23837739288969917	0.2734731	0.33409297
363	SK_15_39_HFH73BBXY	0.275992438563327	0.009689511811431887	78.0	SK_15	SK	0.2693710118505014	0.28304467	0.2661805
364	SK_15_40_HFH73BBXY	0.23411534701857284	0.007440127485655533	148.0	SK_15	SK	0.2283500455788514	0.25159526	0.2857794
365	SK_15_41_HFH73BBXY	0.30376219228982815	0.010765296073627764	41.0	SK_15	SK	0.3021877848678214	0.30811304	0.2980857
366	SK_15_46_HFH73BBXY	0.253797158255757	0.00871702045890018	153.0	SK_15	SK	0.2474931631722881	0.27301732	0.30583408
367	SK_15_48_HFH73BBXY	0.2589420654911839	0.009976986235153173	209.0	SK_15	SK	0.2502278942570647	0.2816773	0.3295351
368	SK_15_49_HFH73BBXY	0.248610409297625	0.010723746219127217	215.0	SK_15	SK	0.24293527803099357	0.27484047	0.22424795
369	SK_15_50_HFH73BBXY	0.25841053144807413	0.008592989273525132	143.0	SK_15	SK	0.25341841385597086	0.2739289	0.30674568
370	SK_15_52_HFH73BBXY	0.25691302161890395	0.010616968702808436	205.0	SK_15	SK	0.2561531449407475	0.278031	0.32634458
371	SK_15_54_HFH73BBXY	0.28505106778087275	0.009571340375592364	40.0	SK_15	SK	0.2830446672743847	0.28714678	0.27985415
372	SK_15_56_HFH73BBXY	0.2906309751434034	0.009853242377096767	102.0	SK_15	SK	0.2871467639015497	0.29945305	0.27711943
373	SK_15_57_HFH73BBXY	0.31890130353817503	0.008002353312985377	46.0	SK_15	SK	0.3158614402917046	0.32497722	0.31221512
374	SK_15_60_HFH73BBXY	0.28039585296889724	0.009336542315832112	72.0	SK_15	SK	0.2780309936189608	0.28851414	0.30401093
375	SK_15_61_HFH73BBXY	0.29985721085197525	0.010249048031080343	93.0	SK_15	SK	0.2980856882406563	0.30765724	0.3295351
376	SK_15_62_HFH73BBXY	0.27971698113207544	0.00984664438991044	74.0	SK_15	SK	0.27757520510483136	0.28441203	0.30401093
377	SK_15_64_HFH73BBXY	0.27354900095147483	0.009970915801632623	92.0	SK_15	SK	0.2698268003646308	0.2812215	0.30401093
378	SK_15_65_HFH73BBXY	0.27264195213514786	0.010199482247702256	63.0	SK_15	SK	0.2698268003646308	0.27666363	0.26481313
379	SK_15_66_HFH73BBXY	0.2752941176470588	0.009993726630870529	69.0	SK_15	SK	0.27301731996353695	0.28258887	0.26663628
380	SK_15_68_HFH73BBXY	0.26512968299711814	0.00897069092251834	112.0	SK_15	SK	0.25934366453965363	0.2739289	0.25159526
381	SK_15_70_HFH73BBXY	0.27825213460572573	0.00892558964944264	203.0	SK_15	SK	0.2693710118505014	0.2980857	0.25250682
382	SK_15_71_HFH73BBXY	0.27960057061340937	0.010005138322374343	91.0	SK_15	SK	0.276207839562443	0.2857794	0.26800364
383	SK_15_73_HFH73BBXY	0.2955390334572491	0.009657952180067611	42.0	SK_15	SK	0.29443938012762083	0.29717413	0.3090246
384	SK_15_74_HFH73BBXY	0.2677824267782427	0.00914341662139225	43.0	SK_15	SK	0.26618049225159524	0.27073836	0.2821331
385	SK_15_76_HFH73BBXY	0.2905859750240154	0.010058445673185321	112.0	SK_15	SK	0.28213309024612576	0.30036464	0.27575204
386	SK_15_78_HFH73BBXY	0.2350557244174265	0.008648163701658195	220.0	SK_15	SK	0.22971741112123978	0.26663628	0.31175935
387	SK_15_80_HFH73BBXY	0.2617647058823529	0.010226621260545066	154.0	SK_15	SK	0.26025524156791247	0.27666363	0.24339107
388	SK_15_81_HFH73BBXY	0.2796971131093232	0.008476626719501973	81.0	SK_15	SK	0.2757520510483136	0.28714678	0.269371
389	SK_15_82_HFH73BBXY	0.27118644067796616	0.008852759213463145	129.0	SK_15	SK	0.2657247037374658	0.2857794	0.31403828
390	SK_15_83_HFH73BBXY	0.2814569536423841	0.009163683268209174	80.0	SK_15	SK	0.2780309936189608	0.28623518	0.27119416
391	SK_15_94_HFH73BBXY	0.29370300751879697	0.009382599683450414	66.0	SK_15	SK	0.2912488605287147	0.30036464	0.28486782
392	SK_15_95_HFH73BBXY	0.2973352033660589	0.010402904542295133	55.0	SK_15	SK	0.2939835916134913	0.30355516	0.2898815
393	SK_15_96_HFH73BBXY	0.29850746268656714	0.009560748157444572	117.0	SK_15	SK	0.2958067456700091	0.31221512	0.33591613
394	SK_15_97_HFH73BBXY	0.3012851023322227	0.009564772571651467	93.0	SK_15	SK	0.2958067456700091	0.31130356	0.33090246
395	SK_15_99_HFH73BBXY	0.2470160871821484	0.008709918227279958	267.0	SK_15	SK	0.24020054694621695	0.27164996	0.33865085
396	SK_31_76_HCJFVBBXY	0.22796651895617925	0.010231274120893395	163.0	SK_31	SK	0.22288058340929806	0.24703738	0.21103008
397	SK_31_77_HCJFVBBXY	0.22798216276477146	0.010013852108515978	400.0	SK_31	SK	0.2256153144940748	0.27164996	0.1864175
398	SK_32_78_HCJFVBBXY	0.23602150537634403	0.009296058911001218	334.0	SK_32	SK	0.2283500455788514	0.27301732	0.35232452
399	SK_32_79_HCJFVBBXY	0.19091467157765496	0.009508328277026976	565.0	SK_32	SK	0.19644484958979036	0.27301732	0.14175023
400	SK_32_81_HCJFVBBXY	0.2332332332332332	0.008641299559332152	196.0	SK_32	SK	0.23199635369188698	0.2588879	0.21239744
401	SK_32_82_HCJFVBBXY	0.2347652347652348	0.009571365050950024	192.0	SK_32	SK	0.23290793072014582	0.2616226	0.301732
402	SK_32_83_HCJFVBBXY	0.2293291731669267	0.00950599914915598	271.0	SK_32	SK	0.2260711030082042	0.2661805	0.20100273
403	SK_32_84_HCJFVBBXY	0.21219512195121948	0.0085422049554229	144.0	SK_32	SK	0.20920692798541474	0.23609845	0.198268
404	SK_33_128_HFGGJBBXY	0.21478463329452857	0.009799159108108626	476.0	SK_33	SK	0.21969006381039202	0.27666363	0.38514128
405	SK_33_85_HCJFVBBXY	0.22993267736923872	0.009815283569605263	263.0	SK_33	SK	0.2283500455788514	0.2579763	0.2023701
406	SK_33_86_HCLKFBBXY	0.25337186897880537	0.009569267737621604	118.0	SK_33	SK	0.2502278942570647	0.26572472	0.2935278
407	SK_33_87_HCLKFBBXY	0.27903748264692274	0.009669558613931192	33.0	SK_33	SK	0.2766636280765725	0.2812215	0.27484047
408	SK_34_88_HCLKFBBXY	0.27431996311664364	0.009842165095923732	25.0	SK_34	SK	0.27301731996353695	0.27620783	0.27119416
409	SK_34_89_HCLKFBBXY	0.2554814108674929	0.008773490485425658	96.0	SK_34	SK	0.25296262534184144	0.2620784	0.24430265
410	SK_34_90_HCLKFBBXY	0.26616682286785376	0.009084317008380747	60.0	SK_34	SK	0.2634457611668186	0.27484047	0.28623518
411	SK_34_92_HCLKFBBXY	0.2983425414364641	0.009399612996007453	22.0	SK_34	SK	0.2980856882406563	0.2985415	0.30537832
412	SK_34_93_HCLKFBBXY	0.26444752658344894	0.00978124525818691	31.0	SK_34	SK	0.2634457611668186	0.26709208	0.26071104
413	SK_35_126_HFGGJBBXY	0.23704103671706267	0.008483099063564457	342.0	SK_35	SK	0.2370100273473108	0.27529627	0.20009115
414	SK_35_127_HFGGJBBXY	0.20320197044334976	0.009786048161978922	570.0	SK_35	SK	0.21194165907019147	0.27210575	0.41020966
415	SK_35_130_HFGGJBBXY	0.22448979591836737	0.009592233268831673	332.0	SK_35	SK	0.22014585232452144	0.25979945	0.3418414
416	SK_35_94_HCLKFBBXY	0.215962441314554	0.009797692433707952	490.0	SK_35	SK	0.21877848678213307	0.28030995	0.39106655
417	SK_35_96_HFGGJBBXY	0.22885572139303478	0.010040174835204582	184.0	SK_35	SK	0.2283500455788514	0.2497721	0.2935278
418	SK_35_97_HFGGJBBXY	0.25649999999999995	0.009264247202350495	194.0	SK_35	SK	0.2479489516864175	0.27894258	0.23381951
419	SK_35_99_HFGGJBBXY	0.18439716312056742	0.008732853038337499	361.0	SK_35	SK	0.18732907930720144	0.23837739	0.15405652
420	SK_36_100_HFGGJBBXY	0.20215786484951737	0.010264919617146028	433.0	SK_36	SK	0.20783956244302648	0.25432998	0.16226071
421	SK_36_124_HFGGJBBXY	0.2086593635889411	0.009856334542842314	277.0	SK_36	SK	0.2060164083865087	0.24293528	0.18231541
422	SK_38_132_HFGGJBBXY	0.23191489361702122	0.00971224656895892	314.0	SK_38	SK	0.22470373746581584	0.26754785	0.1987238
423	SK_38_133_HFGGJBBXY	0.2140221402214022	0.010257770219521543	297.0	SK_38	SK	0.21194165907019147	0.2575205	0.18505013
424	SK_38_49_HF22TBBXY	0.21221864951768488	0.009490972758506851	328.0	SK_38	SK	0.21011850501367368	0.26025525	0.18049225
425	SK_38_50_HF22TBBXY	0.3146591970121382	0.010561169080154387	52.0	SK_38	SK	0.31449407474931634	0.31494987	0.33090246
426	SK_38_51_HF22TBBXY	0.2180685358255452	0.010289392403370484	268.0	SK_38	SK	0.21969006381039202	0.24886052	0.19143118
427	SK_38_52_HF22TBBXY	0.21476859074362975	0.0108517635509443	271.0	SK_38	SK	0.20920692798541474	0.25432998	0.18824066
428	SK_38_53_HF22TBBXY	0.23541453428863868	0.009881766639713744	240.0	SK_38	SK	0.23199635369188698	0.2611668	0.31905195
429	SK_38_54_HF22TBBXY	0.25643516270033995	0.009021614795374212	135.0	SK_38	SK	0.2520510483135825	0.27301732	0.30218777
430	SK_38_55_HF22TBBXY	0.23557692307692313	0.009518291485443893	322.0	SK_38	SK	0.23199635369188698	0.26390156	0.34776664
431	SK_38_56_HF22TBBXY	0.21870209504343385	0.010080245555470777	237.0	SK_38	SK	0.21649954421148587	0.24475843	0.30309936
432	SK_38_57_HF22TBBXY	0.23419461242440898	0.009540001742979717	375.0	SK_38	SK	0.2256153144940748	0.28486782	0.1941659
433	SK_38_58_HF22TBBXY	0.22306910569105687	0.009122722768172017	226.0	SK_38	SK	0.22242479489516864	0.24430265	0.20009115
434	SK_38_59_HF22TBBXY	0.23961499493414384	0.009430191623254142	220.0	SK_38	SK	0.23518687329079302	0.26390156	0.31586143
435	SK_39_62_HF22TBBXY	0.21539256198347112	0.009851751406405429	258.0	SK_39	SK	0.2174111212397447	0.25341842	0.30765724
436	SK_39_63_HF22TBBXY	0.2525350072428778	0.009083168869589087	123.0	SK_39	SK	0.2525068368277119	0.26800364	0.23837739
437	SK_39_64_HF22TBBXY	0.2585790236829386	0.008800106255011212	125.0	SK_39	SK	0.25752051048313584	0.27073836	0.3008204
438	SK_39_65_HF22TBBXY	0.24377394636015326	0.01027889180426552	106.0	SK_39	SK	0.2433910665451231	0.25569737	0.28030995
439	SK_39_66_HF22TBBXY	0.2495136186770428	0.009968176749693256	138.0	SK_39	SK	0.2456700091157703	0.2620784	0.29671833
440	SK_39_67_HF22TBBXY	0.2562104237700925	0.008772662578839956	141.0	SK_39	SK	0.2570647219690064	0.26891524	0.30401093
441	SK_39_68_HF22TBBXY	0.23704789833822093	0.010277569323193769	148.0	SK_39	SK	0.23427529626253418	0.25660893	0.22105743
442	SK_39_69_HF22TBBXY	0.22109419063733782	0.008455880222266506	421.0	SK_39	SK	0.21969006381039202	0.26709208	0.37055606
443	SK_39_70_HF22TBBXY	0.2705938697318008	0.009313320255079338	106.0	SK_39	SK	0.2675478577939836	0.28486782	0.30583408
444	SK_39_71_HFGGJBBXY	0.257552483358935	0.009864486790292854	241.0	SK_39	SK	0.2525068368277119	0.27711943	0.22926162
445	SK_39_72_HFGGJBBXY	0.24425887265135704	0.009898274078092925	278.0	SK_39	SK	0.2370100273473108	0.2698268	0.34001824
446	SK_39_73_HFGGJBBXY	0.2320802005012531	0.009418945470368768	199.0	SK_39	SK	0.223792160437557	0.2588879	0.21103008
447	SK_39_74_HFGGJBBXY	0.2410308236483072	0.01033993289427586	215.0	SK_39	SK	0.2388331814038286	0.26435733	0.21741112
448	SK_39_75_HFGGJBBXY	0.25332676195170034	0.008876754776614766	165.0	SK_39	SK	0.25341841385597086	0.2739289	0.3094804
449	SK_43_01_HF22TBBXY	0.23816495851634945	0.008700474062182512	145.0	SK_43	SK	0.23564266180492255	0.2584321	0.22242479
450	SK_43_02_HF22TBBXY	0.35625338386572825	0.01027949654309091	347.0	SK_43	SK	0.33044667274384687	0.37830448	0.29990885
451	SK_44_01_HFH73BBXY	0.272987136731777	0.010220246184374743	95.0	SK_44	SK	0.27119416590701917	0.2807657	0.30446672
452	SK_44_05_HF22TBBXY	0.22508038585209	0.009157365484628026	328.0	SK_44	SK	0.22743846855059258	0.26025525	0.3409298
453	SK_44_06_HF22TBBXY	0.23655913978494625	0.009814501007671676	241.0	SK_44	SK	0.2301731996353692	0.26754785	0.2105743
454	SK_44_07_HF22TBBXY	0.26832774317201724	0.010103799399135888	107.0	SK_44	SK	0.2652689152233364	0.27939835	0.25524157
455	SK_44_08_HF22TBBXY	0.23857623857623855	0.008410550151087735	115.0	SK_44	SK	0.23974475843208753	0.25660893	0.2784868
456	SK_44_09_HF22TBBXY	0.23619329388560162	0.009986904358976294	166.0	SK_44	SK	0.23564266180492255	0.2584321	0.2183227
457	SK_44_10_HF22TBBXY	0.2165991902834008	0.008822764789678894	218.0	SK_44	SK	0.21422060164083867	0.2420237	0.29443938
458	SK_44_118_HFGGJBBXY	0.2530183727034121	0.009957260999987713	289.0	SK_44	SK	0.24202370100273474	0.2812215	0.35141295
459	SK_44_11_HF22TBBXY	0.24205030849549125	0.008495225534020023	87.0	SK_44	SK	0.2370100273473108	0.2538742	0.23245214
460	SK_44_12_HF22TBBXY	0.24725274725274726	0.009010249910372225	192.0	SK_44	SK	0.24384685505925252	0.26845944	0.3131267
461	SK_45_14_HF22TBBXY	0.20189274447949523	0.009186153629819714	292.0	SK_45	SK	0.19917958067456698	0.23655424	0.30811304
462	SK_47_19_HF22TBBXY	0.21976808393152958	0.0090627038062276	383.0	SK_47	SK	0.22288058340929806	0.25478578	0.35597083
463	SK_47_20_HF22TBBXY	0.23363491218733368	0.008967874112930823	315.0	SK_47	SK	0.22926162260711025	0.27073836	0.34366453
464	SK_47_21_HF22TBBXY	0.2494128698919681	0.008840095400497414	65.0	SK_47	SK	0.24658158614402914	0.25660893	0.2420237
465	SK_48_22_HF22TBBXY	0.2641050583657587	0.010651615608775757	138.0	SK_48	SK	0.26025524156791247	0.27620783	0.24749316
466	SK_51_24_HCJFVBBXY	0.23663751214771622	0.008331120617080927	136.0	SK_51	SK	0.23108477666362803	0.25250682	0.22196901
467	SK_52_25_HCJFVBBXY	0.22705820660723652	0.009976782960670966	287.0	SK_52	SK	0.22333637192342748	0.25615314	0.19735643
468	SK_53_26_HCJFVBBXY	0.245074483421432	0.008260070898262806	113.0	SK_53	SK	0.24247948951686416	0.25979945	0.23245214
469	SK_54_27_HCJFVBBXY	0.23704520396912898	0.009983449347850537	380.0	SK_54	SK	0.22880583409298083	0.28350046	0.3691887
470	SK_55_119_HFGGJBBXY	0.24307370622059588	0.010354152217797464	281.0	SK_55	SK	0.23974475843208753	0.27484047	0.21194166
471	SK_55_28_HCJFVBBXY	0.22049689440993792	0.009827301504989156	262.0	SK_55	SK	0.22333637192342748	0.2497721	0.1941659
472	SK_55_29_HCJFVBBXY	0.23669923995656894	0.0091572123315514	352.0	SK_55	SK	0.23108477666362803	0.28350046	0.35916135
473	SK_55_32_HCJFVBBXY	0.23178082191780824	0.010463372272594511	369.0	SK_55	SK	0.23062898814949861	0.27894258	0.19279854
474	SK_55_33_HF22TBBXY	0.2850790513833992	0.010876322042739193	170.0	SK_55	SK	0.276207839562443	0.30537832	0.26298997
475	SK_55_34_HF22TBBXY	0.2570621468926554	0.009658849827444483	70.0	SK_55	SK	0.2547857793983591	0.26572472	0.24886052
476	SK_55_35_HF22TBBXY	0.22049510650546922	0.009440566587338066	457.0	SK_55	SK	0.21604375569735645	0.278031	0.174567
477	SK_55_36_HF22TBBXY	0.2883858267716536	0.011138415497504025	162.0	SK_55	SK	0.2830446672743847	0.29899725	0.26709208
478	SK_55_37_HF22TBBXY	0.2232960325534079	0.010566442351112598	228.0	SK_55	SK	0.22424794895168643	0.25159526	0.30401093
479	SK_55_38_HF22TBBXY	0.24849094567404428	0.008912667840864757	206.0	SK_55	SK	0.24612579762989972	0.2734731	0.31905195
480	SK_55_39_HF22TBBXY	0.2508425613866153	0.009127899632135238	117.0	SK_55	SK	0.24886052871467634	0.26572472	0.23746581
481	SK_55_40_HF22TBBXY	0.24029850746268655	0.00943404207344377	184.0	SK_55	SK	0.24202370100273474	0.26344576	0.22014585
482	SK_56_41_HF22TBBXY	0.22239747634069396	0.008698368229925157	292.0	SK_56	SK	0.22470373746581584	0.25159526	0.19279854
483	SK_56_42_HF22TBBXY	0.23399999999999999	0.00791663137226129	194.0	SK_56	SK	0.23290793072014582	0.2502279	0.301732
484	SK_56_43_HF22TBBXY	0.2604673807205453	0.010160322795124629	140.0	SK_56	SK	0.25341841385597086	0.27529627	0.24384685
485	SK_56_44_HF22TBBXY	0.2535816618911175	0.009428690602656484	100.0	SK_56	SK	0.2520510483135825	0.26481313	0.2420237
486	SK_58_45_HF22TBBXY	0.27310673822301734	0.011392229596282796	517.0	SK_58	SK	0.26253418413855967	0.31950775	0.20875114
487	SK_58_46_HF22TBBXY	0.2501195600191296	0.010438954293120032	103.0	SK_58	SK	0.24612579762989972	0.26481313	0.23837739
488	SK_58_47_HF22TBBXY	0.2844080846968239	0.009910461816501083	116.0	SK_58	SK	0.27757520510483136	0.29216045	0.32224247
489	SK_58_48_HF22TBBXY	0.26758555133079853	0.008994429622209782	90.0	SK_58	SK	0.26253418413855967	0.27894258	0.25660893
490	SK_90_134_HFGGJBBXY	0.23124999999999996	0.008199326535120656	114.0	SK_90	SK	0.22971741112123978	0.24567	0.21923427
491	SK_90_135_HFGGJBBXY	0.23244552058111378	0.010196384927980076	129.0	SK_90	SK	0.23290793072014582	0.24567	0.21877849
492	SK_90_136_HFGGJBBXY	0.2439846005774784	0.009404711046240658	116.0	SK_90	SK	0.24065633546034637	0.2575205	0.28395623
493	SK_90_141_HFGGJBBXY	0.27150786308973174	0.008915945145107677	32.0	SK_90	SK	0.27119416590701917	0.2739289	0.26754785
494	SK_91_137_HFGGJBBXY	0.23661567877629064	0.008509521845475924	102.0	SK_91	SK	0.23427529626253418	0.2506837	0.22561531
495	SK_91_140_HFGGJBBXY	0.2853658536585366	0.010182264436959756	144.0	SK_91	SK	0.27985414767547856	0.29945305	0.33226982
496	SK_91_142_HFGGJBBXY	0.22722672064777327	0.009610269045725746	218.0	SK_91	SK	0.22743846855059258	0.25159526	0.20464905
