	V1	meanHet	SE_het	NAs	population	group	knnImputed	binomImputed	binomPopulation
497	SK_91_143_HFGGJBBXY	0.22066738428417654	0.008899240084214716	336.0	SK_91	SK	0.21832269826800366	0.2616226	0.34001824
498	SK_91_144_HFGGJBBXY	0.3250345781466113	0.008769469499676028	25.0	SK_91	SK	0.32315405651777573	0.32816774	0.3327256
499	SK_91_145_HFGGJBBXY	0.334868724090281	0.009435596752749959	23.0	SK_91	SK	0.3336371923427529	0.33956245	0.33135825
500	SK_91_146_HFGGJBBXY	0.2870413376683697	0.00847597636017887	41.0	SK_91	SK	0.28395624430264355	0.29170465	0.30036464
501	SK_91_148_HFGGJBBXY	0.2519120458891013	0.011088318754049866	102.0	SK_91	SK	0.24840474020054693	0.26709208	0.28669098
502	SK_91_149_HFGGJBBXY	0.30679156908665106	0.009393387580952008	59.0	SK_91	SK	0.3030993618960802	0.31175935	0.2985415
503	SK_91_150_HFGGJBBXY	0.2918793503480278	0.008355632457526723	39.0	SK_91	SK	0.29033728350045573	0.29398358	0.28669098
504	SK_91_152_HFGGJBBXY	0.2507136060894386	0.008663335099755703	92.0	SK_91	SK	0.2479489516864175	0.26025525	0.2821331
505	SK_91_153_HFGGJBBXY	0.23612417685794918	0.009789629578549864	68.0	SK_91	SK	0.2370100273473108	0.24430265	0.25979945
506	SK_92_154_HFGGJBBXY	0.26914044152184124	0.010046763840515366	65.0	SK_92	SK	0.26845943482224244	0.27620783	0.2611668
507	SK_92_155_HFGGJBBXY	0.25883432767324466	0.009715603776395602	15.0	SK_92	SK	0.25797629899726526	0.25979945	0.25706473
508	SK_92_156_HFGGJBBXY	0.3075829383886256	0.00998801120168113	84.0	SK_92	SK	0.30173199635369186	0.3172288	0.29580674
509	SK_92_157_HFGGJBBXY	0.2780648191639268	0.011442909637470038	65.0	SK_92	SK	0.2757520510483136	0.28669098	0.29945305
510	SK_92_158_HFGGJBBXY	0.2594362159579551	0.008570507296729467	101.0	SK_92	SK	0.25797629899726526	0.2698268	0.2935278
511	SK_92_159_HFGGJBBXY	0.2800936768149883	0.009088131616661815	59.0	SK_92	SK	0.2766636280765725	0.28486782	0.27256152
512	SK_92_160_HFGGJBBXY	0.27332089552238803	0.01017220993957804	50.0	SK_92	SK	0.27073837739288975	0.27711943	0.26709208
513	SK_92_161_HFGGJBBXY	0.21845238095238095	0.009536783245905988	514.0	SK_92	SK	0.22333637192342748	0.28805834	0.16727439
514	SK_93_162_HFGGJBBXY	0.26537530266343823	0.009291060708929181	129.0	SK_93	SK	0.2611668185961714	0.2807657	0.2497721
515	SK_94_163_HFGGJBBXY	0.2663712456917775	0.01035624858893336	163.0	SK_94	SK	0.2634457611668186	0.28851414	0.3208751
516	SK_96_164_HFGGJBBXY	0.24383020730503457	0.009728535481789698	168.0	SK_96	SK	0.24384685505925252	0.2620784	0.301732
517	SK_96_165_HFGGJBBXY	0.22278832792959702	0.00906650220303309	35.0	SK_96	SK	0.22196900638103922	0.22926162	0.21923427
518	SK_98_166_HFGGJBBXY	0.2496473906911142	0.009710833502693606	67.0	SK_98	SK	0.24658158614402914	0.25706473	0.2420237
519	SK_99_169_HFGGJBBXY	0.2436495593571799	0.009854647871212504	265.0	SK_99	SK	0.24247948951686416	0.26800364	0.33500457
520	SK_99_170_HFGGJBBXY	0.23523035230352307	0.009826534214581526	349.0	SK_99	SK	0.23154056517775756	0.2739289	0.3568824
521	SK_99_171_HFGGJBBXY	0.23660067600193146	0.009005319769552284	123.0	SK_99	SK	0.23792160437556975	0.25296262	0.27939835
522	SK_99_172_HFGGJBBXY	0.26523964634713826	0.008435694281311008	45.0	SK_99	SK	0.26435733819507745	0.2702826	0.28030995
523	SK_99_173_HFGGJBBXY	0.273953488372093	0.008148416015384652	44.0	SK_99	SK	0.272105742935278	0.278031	0.28851414
524	SK_99_175_HFGGJBBXY	0.23724007561436677	0.00896942232439122	78.0	SK_99	SK	0.23655423883318139	0.24703738	0.22880584
525	SK_99_176_HFGGJBBXY	0.26150925486473664	0.009441678926359038	87.0	SK_99	SK	0.25797629899726526	0.27164996	0.25113946
526	SK_99_177_HFGGJBBXY	0.23301549463647198	0.0100540365128985	516.0	SK_99	SK	0.23564266180492255	0.28805834	0.41340017
527	SK_99_178_HFGGJBBXY	0.2442748091603053	0.008826645565271208	98.0	SK_99	SK	0.24156791248860532	0.2588879	0.278031
528	SK_99_181_HCLKFBBXY	0.29166666666666663	0.009458594076666318	154.0	SK_99	SK	0.2848678213309025	0.30537832	0.3413856
529	SK_99_182_HCLKFBBXY	0.24508840864440073	0.009433035413518047	158.0	SK_99	SK	0.24247948951686416	0.2611668	0.22743846
530	SK_99_183_HCLKFBBXY	0.24304174950298207	0.010292564212133128	182.0	SK_99	SK	0.24020054694621695	0.26435733	0.30583408
531	SK_99_184_HCLKFBBXY	0.26120857699805067	0.01032412608827675	142.0	SK_99	SK	0.2611668185961714	0.2784868	0.3090246
532	SK_99_186_HCLKFBBXY	0.24817162359824474	0.009152639212719735	143.0	SK_99	SK	0.24247948951686416	0.2620784	0.29717413
533	SK_99_187_HCLKFBBXY	0.20597014925373136	0.00830117761414249	519.0	SK_99	SK	0.20738377392889695	0.2734731	0.15724704
534	SK_99_188_HCLKFBBXY	0.28881048387096775	0.011174398450963356	210.0	SK_99	SK	0.27985414767547856	0.3099362	0.2611668
535	SK_99_190_HFGGJBBXY	0.221078431372549	0.008642926377498064	154.0	SK_99	SK	0.22196900638103922	0.24065633	0.27575204
536	SK_99_191_HFGGJBBXY	0.24729156853509182	0.008431926264477864	71.0	SK_99	SK	0.2452142206016409	0.25524157	0.27164996
537	SK_99_192_HFGGJBBXY	0.3981395348837209	0.009873919763387713	44.0	SK_99	SK	0.3947128532360985	0.40154967	0.39015496
538	SN_13_01_HCLKFBBXY	0.26660059464816654	0.009659149408918788	176.0	SN_13	SN	0.2607110300820419	0.28395623	0.325433
539	SN_13_02_HCLKFBBXY	0.24390243902439024	0.010969159818813091	308.0	SN_13	SN	0.2370100273473108	0.27939835	0.3500456
540	SN_13_03_HCLKFBBXY	0.2043530834340992	0.01052523525741489	540.0	SN_13	SN	0.20328167730173197	0.26435733	0.15405652
541	SN_13_04_HCLKFBBXY	0.21457489878542513	0.010535496890498335	465.0	SN_13	SN	0.21604375569735645	0.26481313	0.3810392
542	SN_13_05_HFGGJBBXY	0.21705426356589153	0.009194203607366367	259.0	SN_13	SN	0.21148587055606194	0.25296262	0.3094804
543	SN_13_06_HFGGJBBXY	0.2674246169055857	0.009874972109003604	171.0	SN_13	SN	0.26025524156791247	0.2857794	0.24658158
544	SN_13_07_HFGGJBBXY	0.23448275862068968	0.009644446227829503	309.0	SN_13	SN	0.2256153144940748	0.26709208	0.34229717
545	SN_13_08_HFGGJBBXY	0.21281464530892447	0.010358738094266691	446.0	SN_13	SN	0.21011850501367368	0.26709208	0.372835
546	SN_13_09_HFGGJBBXY	0.2258225324027916	0.009691240848145858	188.0	SN_13	SN	0.23062898814949861	0.24111213	0.2064722
547	SN_13_09_HFH73BBXY	0.25453699395067475	0.008342532197140295	45.0	SN_13	SN	0.2538742023701003	0.25934365	0.24931632
548	SN_13_10_HFGGJBBXY	0.2373887240356083	0.010991086970328669	172.0	SN_13	SN	0.23290793072014582	0.25979945	0.21877849
549	SN_13_11_HFGGJBBXY	0.22689994532531443	0.009559212585238338	365.0	SN_13	SN	0.22288058340929806	0.27620783	0.18915224
550	SN_13_12_HFGGJBBXY	0.1939252336448598	0.009318011636384696	482.0	SN_13	SN	0.19826800364630814	0.25205106	0.15132178
551	SN_13_14_HFGGJBBXY	0.2316448491747296	0.008689609688398957	437.0	SN_13	SN	0.22971741112123978	0.27438468	0.18550593
552	SN_13_15_HFGGJBBXY	0.23152173913043483	0.011616556401505785	354.0	SN_13	SN	0.23199635369188698	0.27256152	0.1941659
553	ST_00_10_HFNFVBBXY	0.2863939105613701	0.00950779223814437	92.0	ST_00	ST	0.28213309024612576	0.29261622	0.31631723
554	ST_00_13_HFNFVBBXY	0.2746039366298608	0.008773392355979077	111.0	ST_00	ST	0.27301731996353695	0.28714678	0.26071104
555	ST_00_14_HFNFVBBXY	0.290719696969697	0.010401516355610511	82.0	ST_00	ST	0.2871467639015497	0.29945305	0.3172288
556	ST_00_15_HFNFVBBXY	0.21080305927342258	0.010341131855828465	102.0	ST_00	ST	0.21103008204193252	0.22424795	0.20100273
557	ST_00_18_HFNFVBBXY	0.25869120654396727	0.009309648582252342	238.0	ST_00	ST	0.25296262534184144	0.28395623	0.23062898
558	ST_00_2_HFNFVBBXY	0.24976657329598506	0.00993082924000147	52.0	ST_00	ST	0.2479489516864175	0.2538742	0.26754785
559	ST_00_3_HFNFVBBXY	0.276595744680851	0.009982767889060783	32.0	ST_00	ST	0.27484047402005474	0.2807657	0.28714678
560	ST_00_95108_HFNFVBBXY	0.2640529050543221	0.011133358326321594	77.0	ST_00	ST	0.2611668185961714	0.27210575	0.25478578
561	ST_00_95109_HFNFVBBXY	0.2537603105288695	0.009662425994827013	133.0	ST_00	ST	0.24658158614402914	0.2734731	0.23837739
562	ST_00_95115_HFNFVBBXY	0.22772748928060982	0.009779164663881238	95.0	ST_00	ST	0.2256153144940748	0.23974475	0.21786691
563	ST_00_9_HFNFVBBXY	0.27350023618327823	0.009440808460271188	77.0	ST_00	ST	0.272105742935278	0.27894258	0.29899725
564	ST_00_ST65_HFNFVBBXY	0.2645654250238777	0.010496868584513186	100.0	ST_00	ST	0.26025524156791247	0.27301732	0.25250682
565	ST_01_11_HFNFVBBXY	0.281042654028436	0.009858272276104	84.0	ST_01	ST	0.2780309936189608	0.28805834	0.30856884
566	ST_01_1_HFNFVBBXY	0.252927400468384	0.009910909975058323	59.0	ST_01	ST	0.24931631722880587	0.25706473	0.2461258
567	ST_01_21_HFNFVBBXY	0.25249169435215946	0.009168254441053337	87.0	ST_01	ST	0.2515952597994531	0.26071104	0.2821331
568	ST_01_23_HFNFVBBXY	0.2533653846153846	0.010244026469113614	114.0	ST_01	ST	0.2479489516864175	0.26663628	0.24020055
569	ST_01_2_HFNFVBBXY	0.25933014354066986	0.009897142029269048	104.0	ST_01	ST	0.25524156791248864	0.27073836	0.24703738
570	ST_01_59_HFNFVBBXY	0.2532894736842105	0.009727465016510038	66.0	ST_01	ST	0.25296262534184144	0.26025525	0.24567
571	ST_01_62_HFNFVBBXY	0.27811479234717684	0.010151503094975804	51.0	ST_01	ST	0.27711941659070194	0.2812215	0.27164996
572	ST_01_64_HFNFVBBXY	0.24833808167141502	0.009168441081819257	88.0	ST_01	ST	0.2433910665451231	0.26298997	0.2784868
573	ST_01_67_HFNFVBBXY	0.22415413533834583	0.009122957284143316	66.0	ST_01	ST	0.223792160437557	0.23154056	0.21741112
574	ST_01_69_HFNFVBBXY	0.258109360518999	0.00983101159346016	36.0	ST_01	ST	0.2561531449407475	0.25934365	0.2702826
575	ST_02_104_HFNFVBBXY	0.292378752886836	0.00884429629898616	29.0	ST_02	ST	0.29033728350045573	0.29580674	0.28851414
576	ST_02_106_HFNFVBBXY	0.29264776549735705	0.010347734483993221	113.0	ST_02	ST	0.2853236098450319	0.30264357	0.3290793
577	ST_02_107_HFNFVBBXY	0.2886198547215496	0.010765723910614013	129.0	ST_02	ST	0.2830446672743847	0.2985415	0.33044666
578	ST_02_109_HFNFVBBXY	0.25814292659212446	0.009415623069532348	137.0	ST_02	ST	0.25341841385597086	0.2739289	0.2420237
579	ST_02_111_HFNFVBBXY	0.2802249297094658	0.009741543609203826	60.0	ST_02	ST	0.27757520510483136	0.28760254	0.27256152
580	ST_02_114_HFNFVBBXY	0.28524895300139597	0.009543150653450228	45.0	ST_02	ST	0.2830446672743847	0.28760254	0.29990885
581	ST_02_115_HFNFVBBXY	0.28854519091348474	0.009499595333825162	125.0	ST_02	ST	0.28395624430264355	0.30036464	0.27210575
582	ST_02_119_HFNFVBBXY	0.23981900452488691	0.008942438191110178	205.0	ST_02	ST	0.23928896991795812	0.2620784	0.31084776
583	ST_02_126_HFNFVBBXY	0.2759276879162702	0.009283447204368318	92.0	ST_02	ST	0.2698268003646308	0.28258887	0.30628988
584	ST_02_128_HFNFVBBXY	0.3104726598702502	0.009573199571019547	36.0	ST_02	ST	0.3072014585232452	0.3131267	0.30537832
585	ST_02_129_HFNFVBBXY	0.25965250965250963	0.009645179742505417	122.0	ST_02	ST	0.25569735642661806	0.27301732	0.3008204
586	ST_05_10_HFNFVBBXY	0.24457034938621336	0.00986479931114172	76.0	ST_05	ST	0.2411121239744758	0.25478578	0.23609845
587	ST_05_11_HFNFVBBXY	0.2558257345491388	0.008702610523917057	220.0	ST_05	ST	0.2515952597994531	0.27894258	0.2301732
588	ST_05_12_HFNFVBBXY	0.2933768656716418	0.011474186917873021	50.0	ST_05	ST	0.28851412944393806	0.2985415	0.3094804
589	ST_05_13_HFNFVBBXY	0.22957198443579763	0.009467830836162535	138.0	ST_05	ST	0.22652689152233363	0.24521422	0.21513218
590	ST_05_14_HFNFVBBXY	0.3251505326540065	0.008922460398295468	35.0	ST_05	ST	0.32133090246125795	0.32771194	0.31996354
591	ST_05_19_HFH73BBXY	0.29162790697674423	0.009467702328699945	44.0	ST_05	ST	0.2898814949863263	0.29717413	0.30583408
592	ST_05_1_HFNFVBBXY	0.2559241706161137	0.008427284369610183	84.0	ST_05	ST	0.2547857793983591	0.26298997	0.2461258
593	ST_05_20_HFH73BBXY	0.2975402081362346	0.01009161496597723	80.0	ST_05	ST	0.29443938012762083	0.30218777	0.28669098
594	ST_05_23_HFNFVBBXY	0.28672316384180796	0.008464761174845908	70.0	ST_05	ST	0.2835004557885141	0.29398358	0.2775752
595	ST_05_24_HFH73BBXY	0.25828460038986356	0.01028816835238594	142.0	ST_05	ST	0.25341841385597086	0.27256152	0.30628988
596	ST_05_29_HFNFVBBXY	0.27012863268222964	0.011484279480894526	95.0	ST_05	ST	0.26618049225159524	0.2812215	0.301732
597	ST_05_2_HFNFVBBXY	0.26099851705388033	0.009517798429961984	171.0	ST_05	ST	0.2547857793983591	0.2734731	0.24065633
598	ST_05_31_HFH73BBXY	0.2813084112149533	0.009795326513049762	54.0	ST_05	ST	0.2784867821330902	0.28714678	0.27438468
599	ST_05_32_HFNFVBBXY	0.24390243902439024	0.009565311346988169	267.0	ST_05	ST	0.2370100273473108	0.2739289	0.33591613
600	ST_05_33_HFNFVBBXY	0.27956480605487233	0.009725140742896009	80.0	ST_05	ST	0.27484047402005474	0.2857794	0.30583408
601	ST_05_34_HFNFVBBXY	0.2590953785644051	0.0102525059322087	160.0	ST_05	ST	0.2547857793983591	0.278031	0.3131267
602	ST_05_35_HFNFVBBXY	0.2778574844571975	0.01008391733278999	103.0	ST_05	ST	0.27484047402005474	0.28532362	0.31175935
603	ST_05_37_HFNFVBBXY	0.2617692705638903	0.010516188435764354	261.0	ST_05	ST	0.25296262534184144	0.28805834	0.23062898
604	ST_05_39_HFH73BBXY	0.2835337650323775	0.009865078588082056	32.0	ST_05	ST	0.280309936189608	0.28623518	0.27939835
605	ST_05_3_HFNFVBBXY	0.24671532846715327	0.00959733509038995	139.0	ST_05	ST	0.24430264357338194	0.26344576	0.23108478
606	ST_05_40_HFNFVBBXY	0.23811833171677987	0.00941736509500568	132.0	ST_05	ST	0.23427529626253418	0.25341842	0.22379217
607	ST_05_44_HFNFVBBXY	0.29627885068299575	0.011075740366872876	71.0	ST_05	ST	0.29261622607110305	0.30309936	0.31905195
608	ST_05_45_HFNFVBBXY	0.25395256916996045	0.009703207357635878	170.0	ST_05	ST	0.2479489516864175	0.27484047	0.2342753
609	ST_05_46_HFH73BBXY	0.2996306555863343	0.00974364484189454	28.0	ST_05	ST	0.2985414767547858	0.30355516	0.29580674
610	ST_05_47_HFH73BBXY	0.24811676082862522	0.009933547043042841	70.0	ST_05	ST	0.2502278942570647	0.2584321	0.27210575
611	ST_05_48_HFH73BBXY	0.23919172932330823	0.009284050873478536	66.0	ST_05	ST	0.2388331814038286	0.24430265	0.2620784
612	ST_05_49_HFNFVBBXY	0.23293172690763053	0.010306155748211164	202.0	ST_05	ST	0.2260711030082042	0.25934365	0.21148588
613	ST_05_4_HFNFVBBXY	0.2753418198962754	0.010178600592409682	73.0	ST_05	ST	0.2716499544211486	0.2807657	0.29945305
614	ST_05_50_HFNFVBBXY	0.24580737901293725	0.008456621039015582	107.0	ST_05	ST	0.24202370100273474	0.25660893	0.23381951
615	ST_05_5_HFNFVBBXY	0.2934947049924357	0.009754495258263274	211.0	ST_05	ST	0.2812215132178669	0.310392	0.26526892
616	ST_05_6_HFNFVBBXY	0.2699507389162562	0.008981399593286449	164.0	ST_05	ST	0.2652689152233364	0.28486782	0.32452142
617	ST_05_7_HFNFVBBXY	0.2538095238095238	0.010111996657420082	94.0	ST_05	ST	0.2520510483135825	0.26253417	0.2857794
618	ST_05_8_HFNFVBBXY	0.25588235294117645	0.009294946884321219	154.0	ST_05	ST	0.2538742023701003	0.2698268	0.30811304
619	ST_10_140_HFNFVBBXY	0.2894491129785247	0.00991200671626789	52.0	ST_10	ST	0.28441203281677296	0.29580674	0.30628988
620	ST_10_142_HFH73BBXY	0.31642066420664205	0.010543728458565592	26.0	ST_10	ST	0.3154056517775752	0.3176846	0.32452142
621	ST_10_143_HFNFVBBXY	0.28339694656488545	0.008983853282605564	98.0	ST_10	ST	0.276207839562443	0.2985415	0.27073836
622	ST_10_146_HFNFVBBXY	0.29029261495587555	0.009689500652422292	41.0	ST_10	ST	0.28851412944393806	0.29124886	0.30355516
623	ST_10_149_HFNFVBBXY	0.28251748251748254	0.00978363862126155	49.0	ST_10	ST	0.2807657247037375	0.28350046	0.27620783
624	ST_10_173_HFNFVBBXY	0.2711538461538462	0.009636797638121987	114.0	ST_10	ST	0.264813126709207	0.28030995	0.25706473
625	ST_10_18_HFNFVBBXY	0.3032258064516129	0.010135362229845282	24.0	ST_10	ST	0.30173199635369186	0.30492252	0.29990885
626	ST_10_19_HFNFVBBXY	0.2955641272902604	0.010199137100981434	120.0	ST_10	ST	0.2894257064721969	0.30355516	0.33409297
627	ST_10_20_HFNFVBBXY	0.27597712106768346	0.009987680313358692	96.0	ST_10	ST	0.27529626253418416	0.28851414	0.26390156
628	ST_10_21_HFNFVBBXY	0.2681226765799256	0.009612605982753137	42.0	ST_10	ST	0.2652689152233364	0.27210575	0.26298997
629	ST_10_22_HFNFVBBXY	0.2871988663202645	0.008655884997722636	77.0	ST_10	ST	0.28395624430264355	0.29489517	0.31221512
630	ST_10_23_HFNFVBBXY	0.25843780135004824	0.00953682363550248	120.0	ST_10	ST	0.2538742023701003	0.27210575	0.24430265
631	ST_10_24_HFNFVBBXY	0.27158189454036397	0.009254634756206795	51.0	ST_10	ST	0.2702825888787602	0.27484047	0.28851414
632	ST_10_25_HFNFVBBXY	0.3266951161688004	0.010460749425567253	85.0	ST_10	ST	0.3240656335460347	0.33044666	0.3527803
633	ST_10_26_HFNFVBBXY	0.2781395348837209	0.010302436640023912	44.0	ST_10	ST	0.27757520510483136	0.28304467	0.27256152
634	ST_10_27_HFNFVBBXY	0.3088572739788894	0.009735808555808715	15.0	ST_10	ST	0.30811303555150416	0.3090246	0.3135825
635	ST_10_29_HFNFVBBXY	0.29137851544490545	0.010920968159338785	25.0	ST_10	ST	0.2889699179580675	0.29261622	0.29945305
636	ST_10_30_HFNFVBBXY	0.2804651162790698	0.009429860156026164	44.0	ST_10	ST	0.2784867821330902	0.2857794	0.29489517
637	ST_10_31_HFNFVBBXY	0.2618718303365606	0.009779340131207988	25.0	ST_10	ST	0.25979945305378305	0.26435733	0.2588879
638	ST_10_32_HFNFVBBXY	0.2887423457371644	0.010434072164596414	71.0	ST_10	ST	0.2848678213309025	0.29535097	0.31175935
639	ST_10_33_HFNFVBBXY	0.3013634226610249	0.009490562150584898	67.0	ST_10	ST	0.29717411121239745	0.3094804	0.29216045
640	ST_10_34_HFNFVBBXY	0.3015500234852043	0.010530038088668604	65.0	ST_10	ST	0.2985414767547858	0.30856884	0.32224247
641	ST_10_35_HFNFVBBXY	0.31685912240184755	0.009357371379257311	29.0	ST_10	ST	0.31449407474931634	0.31950775	0.31267092
642	ST_10_36_HFNFVBBXY	0.26142251530852567	0.009657131168481624	71.0	ST_10	ST	0.2584320875113947	0.2698268	0.25296262
643	ST_10_37_HFNFVBBXY	0.2786729857819905	0.01105017025243308	84.0	ST_10	ST	0.27301731996353695	0.28805834	0.30628988
644	ST_10_38_HFNFVBBXY	0.2793907663017611	0.009732219636170457	93.0	ST_10	ST	0.27711941659070194	0.28623518	0.26754785
645	ST_10_39_HFNFVBBXY	0.25156929019797203	0.009853472119715273	123.0	ST_10	ST	0.2474931631722881	0.26390156	0.2935278
646	ST_10_41_HFNFVBBXY	0.2401891252955083	0.009930137673528072	79.0	ST_10	ST	0.23518687329079302	0.24703738	0.26754785
647	ST_10_42_HFNFVBBXY	0.2667290594291062	0.00881163472017624	57.0	ST_10	ST	0.2634457611668186	0.2702826	0.2857794
648	ST_10_43_HFNFVBBXY	0.3161764705882353	0.009295297823388388	18.0	ST_10	ST	0.3135824977210574	0.31631723	0.3217867
649	ST_10_44_HFNFVBBXY	0.275047258979206	0.0105051500204906	78.0	ST_10	ST	0.272105742935278	0.28486782	0.26526892
650	ST_10_45_HFNFVBBXY	0.27044334975369455	0.00929047828379679	164.0	ST_10	ST	0.26390154968094803	0.2903373	0.32497722
651	ST_10_46_HFNFVBBXY	0.2719465648854962	0.00942562346186595	98.0	ST_10	ST	0.268003646308113	0.2812215	0.30446672
652	ST_10_69_HFNFVBBXY	0.26815642458100564	0.010412818292790196	46.0	ST_10	ST	0.2670920692798542	0.2734731	0.28350046
653	ST_10_70_HFNFVBBXY	0.28274907749077494	0.008863825172990525	26.0	ST_10	ST	0.2807657247037375	0.28532362	0.27939835
654	ST_10_71_HFNFVBBXY	0.21475770925110127	0.009620521621305906	378.0	ST_10	ST	0.20738377392889695	0.25615314	0.17775752
655	ST_10_72_HFNFVBBXY	0.3052728954671601	0.010559934846339894	32.0	ST_10	ST	0.3021877848678214	0.3090246	0.31540564
656	ST_10_73_HFNFVBBXY	0.2872389791183295	0.009691372022382481	39.0	ST_10	ST	0.2835004557885141	0.29170465	0.2821331
657	ST_10_74_HFNFVBBXY	0.2725509214354995	0.01034824874815246	132.0	ST_10	ST	0.2702825888787602	0.28760254	0.31631723
658	ST_10_75_HFNFVBBXY	0.29083294555607264	0.009488599990696052	45.0	ST_10	ST	0.28851412944393806	0.29626253	0.28486782
659	ST_10_76_HFNFVBBXY	0.28355387523629494	0.009700816844559009	78.0	ST_10	ST	0.27939835916134914	0.29124886	0.3090246
660	ST_10_77_HFNFVBBXY	0.28685258964143423	0.008769538864363139	186.0	ST_10	ST	0.27757520510483136	0.30355516	0.34731084
661	ST_10_78_HFNFVBBXY	0.27560521415270023	0.008859021296153704	46.0	ST_10	ST	0.2725615314494074	0.27985415	0.29079306
662	ST_10_79_HFNFVBBXY	0.28809523809523807	0.009305496781528174	94.0	ST_10	ST	0.2830446672743847	0.29671833	0.27575204
663	ST_10_7_HFNFVBBXY	0.2869012707722385	0.00942102100840546	148.0	ST_10	ST	0.27939835916134914	0.29489517	0.33500457
664	ST_10_80_HFNFVBBXY	0.2535908865775136	0.010473111434626937	175.0	ST_10	ST	0.2506836827711941	0.27164996	0.23336372
665	ST_10_82_HFNFVBBXY	0.28498609823911025	0.01058364059940571	36.0	ST_10	ST	0.2807657247037375	0.28760254	0.28030995
666	ST_10_83_HFNFVBBXY	0.2806855025474757	0.009058424880126549	35.0	ST_10	ST	0.27939835916134914	0.28441203	0.29216045
667	ST_10_84_HFNFVBBXY	0.2840539284053928	0.008737553673440113	43.0	ST_10	ST	0.2812215132178669	0.28623518	0.2784868
668	ST_10_85_HFNFVBBXY	0.24942369755647764	0.009809192672520487	25.0	ST_10	ST	0.24886052871467634	0.2506837	0.24658158
669	ST_10_86_HFNFVBBXY	0.2705938697318008	0.010117915532925851	106.0	ST_10	ST	0.26618049225159524	0.2812215	0.2575205
670	ST_10_87_HFNFVBBXY	0.2966529115084824	0.010149500860542142	13.0	ST_10	ST	0.2962625341841386	0.2980857	0.3008204
671	ST_10_88_HFNFVBBXY	0.3021952358710883	0.008988174745840568	53.0	ST_10	ST	0.3003646308113036	0.30355516	0.29489517
672	ST_10_89_HFNFVBBXY	0.275766016713092	0.010419050987209017	40.0	ST_10	ST	0.2725615314494074	0.2821331	0.27073836
673	ST_10_8_HFNFVBBXY	0.2639495390587093	0.009251493176526836	133.0	ST_10	ST	0.2607110300820419	0.28258887	0.24794894
674	ST_10_90_HFNFVBBXY	0.2681091251175918	0.00800258583467702	68.0	ST_10	ST	0.26390154968094803	0.27529627	0.25979945
675	ST_10_91_HFNFVBBXY	0.2873997168475696	0.009546160428253434	75.0	ST_10	ST	0.2835004557885141	0.29671833	0.31175935
676	ST_10_92_HFNFVBBXY	0.2656913638508731	0.009832753625984384	75.0	ST_10	ST	0.26253418413855967	0.27575204	0.29079306
677	ST_10_93_HFNFVBBXY	0.28276186002818227	0.008871539837064898	65.0	ST_10	ST	0.27985414767547856	0.2903373	0.27438468
678	ST_10_94_HFNFVBBXY	0.2626552053486151	0.010749235012710908	100.0	ST_10	ST	0.25934366453965363	0.27256152	0.2506837
679	ST_13_01_HCJFVBBXY	0.2376395534290271	0.009545883326425019	313.0	ST_13	ST	0.23199635369188698	0.27529627	0.34639928
680	ST_13_03_HCJFVBBXY	0.22234574763757642	0.008860932131958245	395.0	ST_13	ST	0.22105742935278028	0.2702826	0.36235186
681	ST_13_04_HCJFVBBXY	0.21034678794769757	0.009040761160723663	435.0	ST_13	ST	0.2169553327256153	0.26481313	0.16864175
682	ST_13_05_HCJFVBBXY	0.3273273273273273	0.011498511400584586	529.0	ST_13	ST	0.3030993618960802	0.36782134	0.48951685
683	ST_13_06_HCJFVBBXY	0.22177419354838712	0.010184494998082747	210.0	ST_13	ST	0.22014585232452144	0.24567	0.29626253
684	ST_13_08_HCJFVBBXY	0.21141888072357262	0.009280132753874218	425.0	ST_13	ST	0.21011850501367368	0.26435733	0.36417502
685	ST_13_09_HCJFVBBXY	0.2606324972737186	0.01044467253362865	360.0	ST_13	ST	0.2538742023701003	0.29990885	0.38195077
686	ST_13_10_HCJFVBBXY	0.22842377260981916	0.0085895809022452	259.0	ST_13	ST	0.22698268003646305	0.2616226	0.20145853
687	ST_13_11_HFGGJBBXY	0.25681341719077566	0.010673235978457752	286.0	ST_13	ST	0.24886052871467634	0.28851414	0.22333637
688	ST_13_12_HFGGJBBXY	0.20940170940170943	0.010655698166921529	556.0	ST_13	ST	0.2174111212397447	0.269371	0.15633546
689	ST_13_13_HFGGJBBXY	0.22972972972972971	0.00959516546584568	270.0	ST_13	ST	0.2260711030082042	0.2620784	0.32452142
690	ST_13_15_HFGGJBBXY	0.18570555894929752	0.009805667521207966	557.0	ST_13	ST	0.195077484047402	0.25706473	0.3924339
691	ST_13_16_HFGGJBBXY	0.2491909385113269	0.010736600397153765	340.0	ST_13	ST	0.23792160437556975	0.28623518	0.2105743
692	ST_13_17_HFGGJBBXY	0.22253363228699552	0.010153103692761307	410.0	ST_13	ST	0.22105742935278028	0.2661805	0.36782134
693	ST_13_18_HFGGJBBXY	0.21787148594377514	0.00949397047269309	202.0	ST_13	ST	0.21786690975387424	0.24430265	0.19781221
694	ST_13_20_HFGGJBBXY	0.21207177814029365	0.009452084001521019	355.0	ST_13	ST	0.2146763901549681	0.25341842	0.17775752
695	ST_13_21_HFGGJBBXY	0.23615635179153094	0.01071612925795927	352.0	ST_13	ST	0.23199635369188698	0.27620783	0.198268
